,location,company,title,salary,description,review,star,country
8,Brisbane QLD,Clearpaa Solutions,Software Engineer,"$60,000 - $80,000 a year","Leading ICT Company Name is Clear Paa Solutions is looking for experienced Software Engineer for Full-Time Position.
Job location will be Brisbane, Queensland.",,,Australia
9,Brisbane QLD,Queensland Government,Project Management Support Officer,,"Monitor project data and produce monthly reports in consultation with the project managers.
You will support the project engineer and project manager in…",,,Australia
10,Brisbane QLD,Oracle,Data Engineer - PhD in Data Science and Security,,"Demonstrable problem solving skills related to data collection and data exploration;
The successful candidate will perform technical work in the area of big…",,,Australia
11,Brisbane QLD,Shell,Maintenance Engineer,,This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch…,,,Australia
12,Brisbane QLD,Konnech Australia,Graduate Position,"$40,000 - $60,000 a year","In additional, you’ll have great exposure in understanding the business by executing various test cases, managing project on Jira, data analysis, communicating…",,,Australia
4,Brisbane QLD,NV Access Limited,Dev Ops Engineer (Remote),"$90,000 a year","Planning for and assisting in disaster recovery, including backup and restoration of data, and creation and updating of infrastructure documentation.",,,Australia
5,Brisbane QLD,Hitachi Rail STS,SIGNALING RAMS ENGINEER,,"Guarantee demonstration of compliance with quantitative safety targets, using MTBHE data from architectures and components group.
5+ years of RAMS experience.",,,Australia
6,Brisbane QLD,WSP Australia,Team Administrator,,"Tracking bid and work load status, following up with the engineers and inputting the data in the system;
With approximately 49,500 talented people globally and…",,,Australia
7,Brisbane QLD,Raytheon,Design Engineer,,"Experience in switched VLAN environments and familiarity with serial protocols for data transfer is desirable.
Fast-paced dynamic work environment.",,,Australia
8,Brisbane QLD,ConocoPhillips,Geophysicist,,Experience in utilizing seismic sequence stratigraphic concepts and working with geologists to constrain geologic models for reservoir characterization with…,,,Australia
9,Brisbane QLD,Hitachi Rail STS,PRODUCT INTEGRATION ENGINEER,,"Prepare test strategies, including test data creation, ensuring full test coverage to system functional and performance requirements.",,,Australia
10,Fortitude Valley QLD,Arkose Labs,Site Reliability Engineer,"$90,000 - $120,000 a year",Arkose Labs is a fast-growing startup that is disrupting the fraud industry by putting the control back into the hands of digital businesses with an innovative…,,,Australia
11,Brisbane QLD,Aurecon Group,Signalling Engineer,,"Prepare investigations, including data gathering and report writing to support scope preparation, costing, design and commissioning outputs.",,,Australia
12,Brisbane QLD,Preacta Recruitment,Data Engineer,"$120,000 - $140,000 a year","Your role will be to get the data available for the data science team.
Fast track your data career.
Passionate about leveraging from data and bringing some…",,,Australia
3,Brisbane QLD,TabCorp Holdings,Engineer,,"Are you a software engineer with cloud experience?
Help deliver data engineering patterns and practices for application teams.
It’s about shaping an industry.",,,Australia
4,Brisbane QLD,Innovyze,Asset Management Engineer,,"Innovyze is the global leader in water infrastructure data analytics software.
Knowledge of Asset data management with Innovyze software, and ESRI ArcGIS…",,,Australia
5,Brisbane QLD,Arcadis,Engineer -,,"Computational design, design algorithms and automation of data manipulation.
Engineer - Power Systems(Job Number: AAP0111X).
Primary Location: AU-AU-Brisbane.",,,Australia
7,Brisbane QLD,WSP Australia,Graduate Geospatial Analyst,,"Assist in the preparation of technical reports and GIS related outputs eg. mapping, analysis, data management.
What we'll love about you.",,,Australia
8,Brisbane QLD,Rheinmetall Defence Australia Pty Ltd,Turret Lead Engineer,,"This role will lead and guide a team of engineers and technical specialists.
Vehicle domain knowledge and expertise in a land platform environment of power and…",,,Australia
9,Eagle Farm QLD,APA Group,Asset Protection Engineer,,"Competent with the preparation of engineering documents such as drawings, technical specifications, data sheets, engineering design reports, commissioning plans…",,,Australia
10,Brisbane QLD,Aurecon Group,Mechanical Engineer,,"Contribute to the production of engineering deliverables including drawings, reports, mechanical equipment specifications and data sheets.",,,Australia
11,Brisbane QLD,Boeing RIV Site,DevOps Engineer,,"Boeing Defence Australia (BDA) is looking for a talented DevOps/IT Engineer who is interested in being part of a dynamic team, delivering data analytics…",,,Australia
12,Brisbane QLD,PCCW Global,Software Engineer (Java),,"Both relational and NoSQL databases, data modelling, schema design.
This position is an excellent opportunity to join our agile development teams as a software…",,,Australia
1,Brisbane QLD,ConocoPhillips,Geologist,,"Ability to integrate petrophysical log data, and seismic data to develop facies models for quantification of reservoir parameters.",,,Australia
3,Brisbane QLD,Arkose Labs,Software Engineer,,"As a mid level engineer you will have.
Working with very little assistance in a team of engineers.
Arkose Labs is a fast-growing startup that is disrupting the…",,,Australia
4,Brisbane QLD,Aginic,Data Engineer (Brisbane),"$60,000 - $70,000 a year","Aginic is a rapidly growing data solutions, design and agile delivery company.
As an engineer at Aginic you will have some of the following responsibilities:",,,Australia
5,Brisbane QLD,Optimised Maintenance,Reliability Engineer,,"Demonstrated ability to qualify and use data to assess, and to then convert that information in to modification projects.
Self starting and self motivating.",,,Australia
6,Brisbane QLD,Emesent,Robotics Engineer - SLAM,,"Process data, evaluate quality, generate data products for external and internal users.
Experience with point clouds and 3D data analysis software.",,,Australia
7,Brisbane QLD,Wood Plc,Consultant Engineer - Rotating Equipment & Reliability,,"Our ideal candidate will work to solve challenging critical machinery problems using condition based data.
Perform detailed analysis of balance of plant data…",,,Australia
8,Brisbane QLD,Konnech Australia,Graduate Analyst,"$45,000 - $60,000 a year","Liaising with customers regarding data migration and other implementation requirements.
If you’re looking to work in a multicultural environment, Konnech is the…",,,Australia
2,Brisbane QLD,Runge,Software Engineer C# .NET,,"NET environment. You will be working on a complex mine design, planning and scheduling solution which manages large geographical data sets and uses…",,,Australia
3,Brisbane QLD,Platypus Networks,Systems & Network Engineer,"$55,000 - $65,000 a year","Platypus Networks has a strong focus on customer service and communication, and we're looking for a talented technician/engineer to integrate into our existing…",,,Australia
4,Brisbane QLD,CPB Contractors,Digital Engineer,,"The establishment and running of the common data environment.
IT, Design, Engineering - Other, CPB Contractors.
You will be responsible for:",,,Australia
5,Brisbane QLD,IPA Personnel Services,Data Engineer,,"The successful candidate for this role will have in-depth experience with developing data management strategies with operational data stores, data warehouses,…",,,Australia
